input_produit_id,input_nom_produit,input_description_produit,input_prix_produit,input_categorie_id,input_longueur_produit,input_largeur_produit,input_hauteur_produit,input_saisonnalite_produit,input_priorite_merchandising,input_contrainte_temperature_produit,input_contrainte_conditionnement_produit,input_conditionnement_produit,input_magasin_id,input_nom_magasin_magasin,input_surface_magasin,input_longueur_magasin,input_largeur_magasin,input_adresse_magasin,input_zone_id,input_nom_zone,input_description_zone,input_emplacement_zone,input_longueur_zone,input_largeur_zone,input_hauteur_zone,input_temperature_zone,input_eclairage_zone,input_quantite_stock,input_date_maj_stock,input_quantite_vente,input_prix_unitaire_vente,input_date_vente,input_promotion_id,input_nom_promotion,input_type_promotion,input_etat_promotion,input_id_supplier,input_placement_exige_supplier,input_espace_minimum_supplier,input_nom_categorie,input_saisonnalite_categorie,input_priorite_categorie,input_zone_exposition_preferee_categorie,input_temperature_exposition_categorie,input_clientele_ciblee_categorie,input_montant_total_vente,input_valeur_stock
PROD_0122,Vin Rouge Premium,Description du Vin Rouge,8.04,CAT_002,25.2,9.1,30.6,ete,9,0,standard,carton,MAG_003,Magasin MAG_003,329.9,30.2,13.5,880 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,entree,8.0,4.7,2.6,ambiante,halogene,98,2025-05-30,13,52.92,2025-06-28,PROMO_003,,,,SUP_014,tete_gondole,1.6,Catégorie CAT_002,automne,4,centre,ambiante,senior,687.96,787.92
PROD_0123,Biscuits Sablés Premium,Description du Biscuits Sablés,15.62,CAT_001,12.8,6.4,10.6,ete,4,0,liquide,carton,MAG_003,Magasin MAG_003,340.6,25.9,17.3,977 Rue République,ZONE_003,Zone 003,Zone centrale,cote,9.5,4.4,3.0,ambiante,halogene,84,2025-02-17,11,24.7,2025-02-19,,Promo Flash,,,SUP_024,standard,1.5,Catégorie CAT_001,ete,8,centre,ambiante,tous,271.7,1312.08
PROD_0124,Céréales Muesli Light,Description du Céréales Muesli,32.57,CAT_006,17.4,15.8,27.3,printemps,4,0,liquide,verre,MAG_002,Magasin MAG_002,991.2,62.9,17.6,652 Rue Liberté,ZONE_002,Zone 002,Zone centrale,fond,11.9,2.5,2.6,ambiante,LED,199,2025-06-24,22,60.15,2025-07-06,,,2pour1,,SUP_014,niveau_oeil,1.9,Catégorie CAT_006,printemps,3,fond,ambiante,senior,1323.3,6481.43
PROD_0125,Déodorant Light,Description du Déodorant,6.63,CAT_001,13.0,10.3,11.7,automne,8,0,liquide,carton,MAG_001,Magasin MAG_001,581.0,29.4,18.8,595 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,centre,8.6,2.3,3.3,ambiante,neon,105,2025-02-12,3,24.83,2025-03-02,,,,inactive,SUP_028,niveau_oeil,1.9,Catégorie CAT_001,hiver,6,centre,ambiante,tous,74.49,696.15
PROD_0126,Riz Basmati Premium,Description du Riz Basmati,15.25,CAT_002,15.3,15.0,34.9,ete,2,0,standard,metal,MAG_003,Magasin MAG_003,416.5,27.5,12.0,478 Rue République,ZONE_001,Zone 001,Zone périphérique,entree,9.6,4.2,3.2,ambiante,neon,96,2025-05-22,25,41.49,2025-05-28,,,,planifiee,SUP_010,standard,0.7,Catégorie CAT_002,toute_annee,1,entree,ambiante,senior,1037.25,1464.0
PROD_0127,Yaourt Nature Premium,Description du Yaourt Nature,7.01,CAT_001,12.4,13.0,12.4,automne,5,0,standard,carton,MAG_002,Magasin MAG_002,1055.8,50.4,21.6,975 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,8.2,5.0,2.8,ambiante,LED,123,2025-03-16,4,55.87,2025-04-10,,Soldes Hiver,,,SUP_005,tete_gondole,2.5,Catégorie CAT_001,hiver,6,fond,ambiante,famille,223.48,862.23
PROD_0128,Crème Visage Premium,Description du Crème Visage,13.26,CAT_005,19.5,14.4,12.2,printemps,4,1,liquide,metal,MAG_005,Magasin MAG_005,345.4,24.1,18.4,829 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,fond,10.3,2.5,3.3,froid,LED,15,2025-06-06,15,64.31,2025-06-07,PROMO_037,,,,SUP_013,standard,2.3,Catégorie CAT_005,hiver,3,centre,froid,jeune,964.65,198.9
PROD_0129,Pain Complet Premium,Description du Pain Complet,16.52,CAT_003,16.7,11.7,25.0,toute_annee,10,0,liquide,plastique,MAG_002,Magasin MAG_002,921.4,43.3,14.5,663 Rue République,ZONE_003,Zone 003,Zone périphérique,cote,8.6,5.7,3.0,ambiante,neon,127,2025-05-18,2,79.44,2025-05-20,,Promo Flash,,,SUP_008,standard,2.6,Catégorie CAT_003,toute_annee,1,centre,ambiante,senior,158.88,2098.04
PROD_0130,Yaourt Nature Classic,Description du Yaourt Nature,10.24,CAT_005,27.1,17.1,29.8,hiver,5,1,standard,carton,MAG_004,Magasin MAG_004,404.1,24.7,17.8,327 Rue Liberté,ZONE_004,Zone 004,Zone centrale,entree,7.1,2.3,2.9,froid,halogene,19,2025-02-01,26,20.49,2025-02-16,,,,,SUP_004,tete_gondole,2.2,Catégorie CAT_005,ete,5,fond,froid,famille,532.74,194.56
PROD_0131,Yaourt Nature Bio,Description du Yaourt Nature,16.2,CAT_005,10.9,17.9,33.1,ete,10,1,fragile,verre,MAG_002,Magasin MAG_002,1002.8,50.0,23.3,936 Rue Liberté,ZONE_004,Zone 004,Zone centrale,fond,8.4,4.4,3.3,froid,neon,149,2025-05-12,5,20.59,2025-05-30,,,,,SUP_018,niveau_oeil,1.8,Catégorie CAT_005,ete,8,entree,froid,famille,102.95,2413.8
PROD_0132,Café Arabica Light,Description du Café Arabica,10.89,CAT_002,8.6,7.0,34.1,printemps,6,0,liquide,plastique,MAG_001,Magasin MAG_001,546.7,29.1,18.8,826 Rue de la Paix,ZONE_002,Zone 002,Zone périphérique,centre,8.8,5.9,2.9,ambiante,halogene,20,2025-02-11,1,30.45,2025-02-15,,,,,SUP_028,niveau_oeil,1.8,Catégorie CAT_002,printemps,6,fond,ambiante,tous,30.45,217.8
PROD_0133,Sauce Tomate Bio,Description du Sauce Tomate,17.46,CAT_001,21.6,14.8,13.8,ete,7,0,liquide,metal,MAG_005,Magasin MAG_005,353.0,24.6,13.6,665 Rue République,ZONE_003,Zone 003,Zone centrale,fond,5.4,5.1,3.0,ambiante,LED,175,2025-04-04,19,12.19,2025-04-30,PROMO_020,,,active,SUP_023,standard,3.0,Catégorie CAT_001,hiver,10,entree,ambiante,jeune,231.61,3055.5
PROD_0134,Eau Minérale Premium,Description du Eau Minérale,10.16,CAT_003,23.2,5.9,22.7,hiver,3,0,fragile,carton,MAG_005,Magasin MAG_005,407.4,24.0,14.8,244 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,12.0,5.3,3.1,ambiante,neon,27,2025-02-01,27,30.05,2025-02-23,,,,active,SUP_008,standard,2.1,Catégorie CAT_003,printemps,6,centre,ambiante,famille,811.35,274.32
PROD_0135,Pain Complet Bio,Description du Pain Complet,10.65,CAT_001,16.1,11.2,30.7,hiver,8,0,fragile,verre,MAG_001,Magasin MAG_001,472.3,32.8,17.3,560 Rue République,ZONE_004,Zone 004,Zone centrale,cote,10.1,5.1,2.5,ambiante,neon,171,2025-03-10,25,37.96,2025-03-31,PROMO_029,Soldes Hiver,,,SUP_004,tete_gondole,1.7,Catégorie CAT_001,automne,3,centre,ambiante,jeune,949.0,1821.15
PROD_0136,Lait Entier Light,Description du Lait Entier,13.6,CAT_005,8.3,8.6,34.4,printemps,7,1,liquide,plastique,MAG_001,Magasin MAG_001,572.7,31.2,17.0,622 Rue République,ZONE_001,Zone 001,Zone centrale,entree,10.6,5.8,3.0,froid,LED,89,2025-01-24,7,15.9,2025-01-30,,,,,SUP_022,niveau_oeil,1.9,Catégorie CAT_005,automne,4,entree,froid,famille,111.3,1210.4
PROD_0137,Céréales Muesli Classic,Description du Céréales Muesli,6.96,CAT_005,11.3,9.9,28.4,printemps,7,1,standard,verre,MAG_004,Magasin MAG_004,459.8,24.5,15.9,844 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,cote,8.3,3.5,2.9,froid,LED,29,2025-06-12,1,41.08,2025-06-18,PROMO_019,,,inactive,SUP_016,niveau_oeil,2.5,Catégorie CAT_005,automne,2,fond,froid,tous,41.08,201.84
PROD_0138,Yaourt Nature Light,Description du Yaourt Nature,36.44,CAT_003,13.6,17.6,11.0,printemps,5,0,fragile,metal,MAG_002,Magasin MAG_002,933.1,55.2,18.2,270 Rue de la Paix,ZONE_004,Zone 004,Zone périphérique,entree,11.3,3.8,3.1,ambiante,LED,197,2025-05-09,23,55.47,2025-05-30,PROMO_043,,,,SUP_019,tete_gondole,2.7,Catégorie CAT_003,toute_annee,1,centre,ambiante,tous,1275.81,7178.68
PROD_0139,Carottes Light,Description du Carottes,7.75,CAT_006,11.3,16.1,22.8,automne,2,0,fragile,carton,MAG_005,Magasin MAG_005,465.1,29.7,16.1,515 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,centre,9.8,2.2,2.6,ambiante,LED,198,2025-04-26,15,59.58,2025-05-01,,Promo Flash,,inactive,SUP_003,standard,0.7,Catégorie CAT_006,hiver,4,fond,ambiante,jeune,893.7,1534.5
PROD_0140,Crème Visage Premium,Description du Crème Visage,8.21,CAT_003,22.6,7.8,14.4,hiver,9,0,fragile,verre,MAG_005,Magasin MAG_005,332.6,22.1,18.4,878 Rue République,ZONE_003,Zone 003,Zone spécialisée,cote,5.7,4.6,3.3,ambiante,LED,184,2025-06-08,20,27.08,2025-06-26,,,,planifiee,SUP_019,tete_gondole,0.6,Catégorie CAT_003,printemps,10,entree,ambiante,senior,541.6,1510.64
PROD_0141,Vinaigre Balsamique Light,Description du Vinaigre Balsamique,29.99,CAT_003,12.5,6.8,25.4,toute_annee,10,0,fragile,carton,MAG_005,Magasin MAG_005,449.8,22.7,13.2,177 Rue République,ZONE_004,Zone 004,Zone périphérique,centre,10.4,4.6,3.0,ambiante,neon,160,2025-03-19,22,11.02,2025-04-10,,,,,SUP_002,standard,2.9,Catégorie CAT_003,hiver,5,centre,ambiante,famille,242.44,4798.4
PROD_0142,Vinaigre Balsamique Premium,Description du Vinaigre Balsamique,14.31,CAT_003,20.8,16.2,30.3,ete,3,0,fragile,metal,MAG_003,Magasin MAG_003,367.8,27.8,16.1,793 Rue République,ZONE_003,Zone 003,Zone périphérique,cote,9.6,2.5,2.8,ambiante,neon,170,2025-02-20,3,74.82,2025-02-26,,,,,SUP_017,niveau_oeil,1.1,Catégorie CAT_003,printemps,9,entree,ambiante,famille,224.46,2432.7
PROD_0143,Céréales Muesli Premium,Description du Céréales Muesli,6.28,CAT_006,28.7,8.6,13.0,ete,4,0,standard,carton,MAG_003,Magasin MAG_003,347.8,19.1,20.1,256 Rue de la Paix,ZONE_004,Zone 004,Zone périphérique,entree,6.4,5.5,3.1,ambiante,halogene,185,2025-02-11,7,28.59,2025-02-19,,,,,SUP_022,tete_gondole,2.5,Catégorie CAT_006,ete,6,centre,ambiante,tous,200.13,1161.8
PROD_0144,Yaourt Nature Classic,Description du Yaourt Nature,31.96,CAT_004,26.5,15.9,29.4,printemps,5,1,standard,metal,MAG_002,Magasin MAG_002,983.3,51.4,19.3,51 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,centre,9.6,2.7,3.0,froid,LED,170,2025-05-15,8,78.9,2025-06-05,PROMO_042,,2pour1,active,SUP_021,tete_gondole,2.8,Catégorie CAT_004,toute_annee,1,entree,froid,senior,631.2,5433.2
PROD_0145,Jambon Blanc Classic,Description du Jambon Blanc,17.32,CAT_003,19.1,17.6,28.3,hiver,5,0,standard,metal,MAG_005,Magasin MAG_005,420.0,23.0,14.9,310 Rue Liberté,ZONE_003,Zone 003,Zone spécialisée,cote,8.8,4.4,3.0,ambiante,neon,31,2025-03-21,1,29.42,2025-04-06,,,,,SUP_020,standard,1.9,Catégorie CAT_003,automne,5,fond,ambiante,famille,29.42,536.92
PROD_0146,Vinaigre Balsamique Classic,Description du Vinaigre Balsamique,18.25,CAT_001,11.5,11.9,10.2,automne,5,0,liquide,verre,MAG_004,Magasin MAG_004,437.7,26.1,18.6,193 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,centre,6.7,4.9,3.5,ambiante,LED,158,2025-01-13,13,15.14,2025-02-03,,Soldes Hiver,,,SUP_009,niveau_oeil,1.5,Catégorie CAT_001,hiver,7,fond,ambiante,famille,196.82,2883.5
PROD_0147,Lait Entier Light,Description du Lait Entier,15.44,CAT_006,21.6,7.8,18.9,automne,9,0,fragile,plastique,MAG_005,Magasin MAG_005,371.0,26.8,19.3,861 Rue Liberté,ZONE_002,Zone 002,Zone spécialisée,centre,10.5,4.2,2.5,ambiante,halogene,29,2025-04-30,16,62.79,2025-05-04,,,,,SUP_022,niveau_oeil,0.6,Catégorie CAT_006,printemps,4,centre,ambiante,jeune,1004.64,447.76
PROD_0148,Yaourt Nature Classic,Description du Yaourt Nature,15.67,CAT_004,15.2,7.2,17.6,hiver,2,1,fragile,carton,MAG_003,Magasin MAG_003,360.8,26.9,15.8,888 Rue Liberté,ZONE_003,Zone 003,Zone spécialisée,entree,11.1,6.0,2.9,froid,halogene,54,2025-04-20,17,40.3,2025-04-23,,,,active,SUP_005,tete_gondole,2.3,Catégorie CAT_004,automne,7,fond,froid,tous,685.1,846.18
PROD_0149,Vin Rouge Light,Description du Vin Rouge,4.24,CAT_003,23.3,5.0,25.5,automne,3,0,fragile,carton,MAG_002,Magasin MAG_002,1022.5,54.7,15.7,5 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,7.5,5.2,2.6,ambiante,LED,152,2025-06-05,25,50.35,2025-06-10,,,2pour1,,SUP_014,niveau_oeil,1.7,Catégorie CAT_003,hiver,8,centre,ambiante,famille,1258.75,644.48
PROD_0150,Bière Blonde Premium,Description du Bière Blonde,40.6,CAT_005,20.3,14.1,26.9,automne,9,1,standard,carton,MAG_001,Magasin MAG_001,571.8,30.6,23.1,693 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,centre,10.6,3.1,3.3,froid,LED,182,2025-03-22,29,43.87,2025-04-02,,Offre Spéciale,pourcentage,,SUP_010,niveau_oeil,0.7,Catégorie CAT_005,toute_annee,10,fond,froid,senior,1272.23,7389.2
PROD_0151,Lait Entier Classic,Description du Lait Entier,21.61,CAT_006,25.3,12.8,21.0,ete,3,0,fragile,carton,MAG_004,Magasin MAG_004,391.5,23.6,17.4,234 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,centre,6.0,3.3,2.9,ambiante,LED,192,2025-02-20,1,14.38,2025-03-10,,Soldes Hiver,,,SUP_025,standard,1.1,Catégorie CAT_006,toute_annee,1,fond,ambiante,famille,14.38,4149.12
PROD_0152,Thé Vert Premium,Description du Thé Vert,37.06,CAT_006,22.0,16.8,13.0,hiver,8,0,fragile,carton,MAG_001,Magasin MAG_001,675.7,31.9,18.0,561 Rue République,ZONE_001,Zone 001,Zone périphérique,centre,7.9,5.4,2.9,ambiante,LED,182,2024-12-31,22,49.17,2025-01-20,PROMO_027,,,,SUP_020,standard,2.0,Catégorie CAT_006,ete,7,entree,ambiante,famille,1081.74,6744.92
PROD_0153,Pommes Golden Bio,Description du Pommes Golden,4.22,CAT_001,14.6,19.1,16.5,automne,9,0,standard,verre,MAG_003,Magasin MAG_003,375.6,21.6,16.3,721 Rue République,ZONE_001,Zone 001,Zone périphérique,centre,8.0,5.5,3.3,ambiante,LED,145,2025-05-06,16,21.4,2025-06-04,PROMO_031,,2pour1,active,SUP_027,standard,2.5,Catégorie CAT_001,hiver,3,entree,ambiante,famille,342.4,611.9
PROD_0154,Pain Complet Classic,Description du Pain Complet,35.28,CAT_003,17.6,15.9,29.1,hiver,1,0,standard,plastique,MAG_001,Magasin MAG_001,541.5,21.4,19.9,896 Rue de la Paix,ZONE_002,Zone 002,Zone périphérique,fond,6.1,4.4,2.6,ambiante,neon,85,2025-04-11,14,62.1,2025-05-04,PROMO_049,,pourcentage,,SUP_006,niveau_oeil,2.1,Catégorie CAT_003,automne,8,fond,ambiante,senior,869.4,2998.8
PROD_0155,Pâtes Penne Light,Description du Pâtes Penne,7.42,CAT_003,27.9,8.7,16.8,hiver,8,0,fragile,metal,MAG_001,Magasin MAG_001,595.0,29.4,18.2,707 Rue République,ZONE_003,Zone 003,Zone périphérique,centre,10.3,3.8,3.3,ambiante,LED,38,2025-05-27,23,12.71,2025-06-19,PROMO_011,Black Friday,,,SUP_006,standard,1.7,Catégorie CAT_003,hiver,6,fond,ambiante,famille,292.33,281.96
PROD_0156,Biscuits Sablés Light,Description du Biscuits Sablés,10.29,CAT_004,8.5,15.0,34.1,printemps,2,1,fragile,verre,MAG_002,Magasin MAG_002,757.6,54.4,22.2,13 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,centre,8.9,5.7,2.6,froid,neon,91,2025-03-12,17,38.15,2025-03-28,,,,,SUP_016,niveau_oeil,1.2,Catégorie CAT_004,hiver,3,fond,froid,famille,648.55,936.39
PROD_0157,Bananes Light,Description du Bananes,5.4,CAT_006,18.2,19.6,25.2,ete,2,0,fragile,verre,MAG_001,Magasin MAG_001,639.7,26.2,20.6,247 Rue République,ZONE_002,Zone 002,Zone périphérique,entree,7.4,2.5,2.7,ambiante,neon,62,2025-02-25,18,24.22,2025-03-17,,,montant,,SUP_015,tete_gondole,1.1,Catégorie CAT_006,hiver,8,centre,ambiante,famille,435.96,334.8
PROD_0158,Biscuits Sablés Light,Description du Biscuits Sablés,12.64,CAT_006,26.9,15.8,11.7,printemps,9,0,liquide,carton,MAG_004,Magasin MAG_004,410.0,28.4,14.0,846 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,fond,10.0,4.2,2.6,ambiante,neon,148,2025-03-14,7,41.0,2025-04-03,,,,active,SUP_028,niveau_oeil,1.7,Catégorie CAT_006,automne,9,fond,ambiante,tous,287.0,1870.72
PROD_0159,Biscuits Sablés Bio,Description du Biscuits Sablés,6.65,CAT_006,22.3,13.2,11.6,printemps,6,0,fragile,verre,MAG_003,Magasin MAG_003,421.8,27.7,11.3,561 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,entree,8.6,5.2,3.0,ambiante,LED,47,2025-06-01,16,11.74,2025-06-05,,,,,SUP_007,tete_gondole,2.5,Catégorie CAT_006,printemps,7,entree,ambiante,tous,187.84,312.55
PROD_0160,Biscuits Sablés Premium,Description du Biscuits Sablés,6.88,CAT_006,24.6,12.8,15.1,toute_annee,2,0,fragile,metal,MAG_002,Magasin MAG_002,935.4,46.0,18.6,675 Rue Liberté,ZONE_003,Zone 003,Zone spécialisée,centre,11.1,5.5,3.4,ambiante,halogene,6,2025-03-11,17,25.19,2025-04-03,PROMO_028,,,,SUP_030,tete_gondole,1.6,Catégorie CAT_006,toute_annee,3,fond,ambiante,jeune,428.23,41.28
PROD_0161,Bananes Light,Description du Bananes,82.75,CAT_004,10.3,14.9,30.6,toute_annee,4,1,fragile,metal,MAG_001,Magasin MAG_001,644.2,29.8,19.6,987 Rue République,ZONE_003,Zone 003,Zone périphérique,cote,7.7,5.1,3.5,froid,LED,40,2025-03-19,14,22.67,2025-04-07,,,,,SUP_028,niveau_oeil,1.8,Catégorie CAT_004,toute_annee,4,entree,froid,jeune,317.38,3310.0
PROD_0162,Jus Orange Bio,Description du Jus Orange,23.29,CAT_006,25.6,10.9,32.9,ete,9,0,liquide,verre,MAG_005,Magasin MAG_005,446.0,23.0,19.7,728 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,cote,8.7,2.6,3.2,ambiante,neon,151,2025-03-29,22,65.11,2025-04-20,,,,,SUP_028,niveau_oeil,1.3,Catégorie CAT_006,printemps,9,entree,ambiante,famille,1432.42,3516.79
PROD_0163,Jus Orange Bio,Description du Jus Orange,15.71,CAT_002,17.7,14.2,12.1,automne,3,0,fragile,verre,MAG_004,Magasin MAG_004,383.3,23.8,14.1,150 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,fond,11.2,5.2,3.0,ambiante,LED,197,2025-06-11,18,77.63,2025-06-12,,,,,SUP_018,tete_gondole,1.5,Catégorie CAT_002,toute_annee,7,entree,ambiante,senior,1397.34,3094.87
PROD_0164,Jambon Blanc Classic,Description du Jambon Blanc,22.01,CAT_004,11.6,5.2,24.0,toute_annee,1,1,standard,verre,MAG_001,Magasin MAG_001,546.9,31.3,19.6,208 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,centre,8.7,4.9,3.4,froid,neon,185,2025-01-01,23,13.72,2025-01-21,,,,planifiee,SUP_007,niveau_oeil,2.3,Catégorie CAT_004,hiver,3,fond,froid,famille,315.56,4071.85
PROD_0165,Fromage Emmental Light,Description du Fromage Emmental,26.86,CAT_002,23.6,9.7,21.8,automne,9,0,fragile,plastique,MAG_002,Magasin MAG_002,1033.8,48.5,20.5,165 Rue Liberté,ZONE_001,Zone 001,Zone périphérique,entree,10.8,3.8,2.9,ambiante,halogene,124,2025-06-15,23,43.58,2025-07-14,PROMO_010,,,,SUP_021,standard,2.6,Catégorie CAT_002,automne,8,fond,ambiante,senior,1002.34,3330.64
PROD_0166,Bananes Bio,Description du Bananes,16.91,CAT_006,10.2,8.6,13.5,toute_annee,2,0,liquide,plastique,MAG_001,Magasin MAG_001,550.0,28.5,21.7,426 Rue Liberté,ZONE_003,Zone 003,Zone spécialisée,cote,7.4,3.8,3.2,ambiante,LED,94,2025-04-30,8,54.88,2025-05-28,PROMO_022,,,,SUP_020,standard,2.1,Catégorie CAT_006,hiver,9,fond,ambiante,famille,439.04,1589.54
PROD_0167,Pain Complet Bio,Description du Pain Complet,12.01,CAT_006,22.0,6.9,26.9,printemps,6,0,fragile,carton,MAG_001,Magasin MAG_001,649.9,28.7,20.8,396 Rue République,ZONE_003,Zone 003,Zone spécialisée,fond,7.3,4.7,2.6,ambiante,LED,137,2025-04-25,27,20.59,2025-05-19,,,,planifiee,SUP_007,niveau_oeil,2.6,Catégorie CAT_006,toute_annee,2,entree,ambiante,jeune,555.93,1645.37
PROD_0168,Eau Minérale Bio,Description du Eau Minérale,5.43,CAT_005,23.3,12.7,17.6,ete,7,1,standard,plastique,MAG_005,Magasin MAG_005,429.3,23.6,17.7,551 Rue Liberté,ZONE_001,Zone 001,Zone spécialisée,cote,6.5,2.1,2.8,froid,neon,23,2025-06-09,24,55.03,2025-06-30,PROMO_030,,pourcentage,inactive,SUP_018,tete_gondole,2.8,Catégorie CAT_005,toute_annee,4,centre,froid,tous,1320.72,124.89
PROD_0169,Jambon Blanc Premium,Description du Jambon Blanc,23.71,CAT_004,13.7,18.6,26.8,hiver,2,1,liquide,carton,MAG_004,Magasin MAG_004,417.5,26.5,17.3,657 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,entree,8.9,2.4,2.9,froid,neon,154,2025-04-06,2,41.15,2025-04-28,,,,,SUP_022,niveau_oeil,2.7,Catégorie CAT_004,toute_annee,2,centre,froid,tous,82.3,3651.34
PROD_0170,Pommes Golden Bio,Description du Pommes Golden,11.54,CAT_004,24.3,18.8,17.0,ete,7,1,liquide,verre,MAG_004,Magasin MAG_004,291.4,27.5,14.9,984 Rue Liberté,ZONE_001,Zone 001,Zone centrale,fond,11.0,3.2,3.4,froid,neon,191,2025-05-16,21,62.29,2025-05-27,,Promo Flash,pourcentage,,SUP_013,standard,2.5,Catégorie CAT_004,toute_annee,2,centre,froid,jeune,1308.09,2204.14
PROD_0171,Déodorant Bio,Description du Déodorant,19.78,CAT_002,27.2,6.7,27.6,ete,3,0,standard,verre,MAG_003,Magasin MAG_003,353.2,28.3,14.9,199 Rue de la Paix,ZONE_004,Zone 004,Zone centrale,entree,8.8,2.4,2.7,ambiante,neon,123,2025-01-11,21,8.89,2025-01-28,PROMO_043,Soldes Hiver,2pour1,,SUP_011,niveau_oeil,1.7,Catégorie CAT_002,ete,4,entree,ambiante,senior,186.69,2432.94
PROD_0172,Lait Entier Light,Description du Lait Entier,6.42,CAT_001,24.4,5.7,32.6,automne,10,0,liquide,verre,MAG_005,Magasin MAG_005,440.0,20.2,13.9,711 Rue Liberté,ZONE_002,Zone 002,Zone centrale,fond,11.0,4.7,3.1,ambiante,halogene,114,2025-02-21,6,72.25,2025-02-21,,,,,SUP_009,niveau_oeil,1.0,Catégorie CAT_001,ete,6,centre,ambiante,tous,433.5,731.88
PROD_0173,Pommes Golden Premium,Description du Pommes Golden,24.46,CAT_003,9.4,17.5,25.0,ete,10,0,standard,verre,MAG_004,Magasin MAG_004,394.8,24.5,16.1,880 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,centre,5.8,2.4,3.4,ambiante,halogene,192,2025-02-04,29,56.18,2025-02-24,PROMO_005,,,,SUP_027,standard,2.6,Catégorie CAT_003,toute_annee,7,fond,ambiante,jeune,1629.22,4696.32
PROD_0174,Oranges Light,Description du Oranges,18.3,CAT_005,15.0,11.5,29.3,ete,6,1,fragile,plastique,MAG_001,Magasin MAG_001,609.5,33.0,14.6,913 Rue Liberté,ZONE_003,Zone 003,Zone spécialisée,fond,9.2,5.6,2.9,froid,LED,123,2025-02-07,17,51.71,2025-02-23,PROMO_024,,,,SUP_026,standard,2.1,Catégorie CAT_005,ete,9,entree,froid,tous,879.07,2250.9
PROD_0175,Bière Blonde Classic,Description du Bière Blonde,4.66,CAT_002,10.3,10.8,22.2,printemps,4,0,fragile,plastique,MAG_002,Magasin MAG_002,1164.0,53.7,20.2,65 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,9.6,5.8,3.1,ambiante,LED,176,2025-02-22,7,61.54,2025-03-10,,,,,SUP_002,tete_gondole,1.8,Catégorie CAT_002,automne,2,fond,ambiante,senior,430.78,820.16
PROD_0176,Fromage Emmental Light,Description du Fromage Emmental,5.52,CAT_005,18.4,5.7,13.5,automne,10,1,liquide,carton,MAG_003,Magasin MAG_003,368.9,25.6,14.5,530 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,6.9,5.9,2.8,froid,neon,108,2025-01-09,12,42.71,2025-02-04,,,,,SUP_017,tete_gondole,1.0,Catégorie CAT_005,hiver,3,entree,froid,famille,512.52,596.16
PROD_0177,Riz Basmati Bio,Description du Riz Basmati,5.08,CAT_006,8.1,5.1,15.5,ete,6,0,liquide,carton,MAG_005,Magasin MAG_005,324.8,27.3,16.2,677 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,fond,5.3,2.4,2.8,ambiante,neon,34,2025-05-18,16,65.79,2025-06-08,,Promo Flash,,,SUP_008,tete_gondole,1.9,Catégorie CAT_006,ete,10,fond,ambiante,jeune,1052.64,172.72
PROD_0178,Déodorant Bio,Description du Déodorant,18.23,CAT_006,9.9,14.3,12.8,printemps,3,0,fragile,plastique,MAG_002,Magasin MAG_002,812.5,50.6,19.5,530 Rue République,ZONE_001,Zone 001,Zone spécialisée,entree,7.4,4.0,3.4,ambiante,neon,191,2025-01-30,22,43.54,2025-02-25,,Black Friday,,,SUP_016,tete_gondole,2.3,Catégorie CAT_006,ete,7,fond,ambiante,jeune,957.88,3481.93
PROD_0179,Pâtes Penne Classic,Description du Pâtes Penne,4.71,CAT_002,28.0,15.7,25.2,hiver,10,0,liquide,carton,MAG_005,Magasin MAG_005,364.6,20.5,12.4,236 Rue République,ZONE_003,Zone 003,Zone périphérique,centre,7.2,5.3,3.5,ambiante,LED,9,2025-01-01,7,67.13,2025-01-17,,,,active,SUP_006,niveau_oeil,0.5,Catégorie CAT_002,toute_annee,10,entree,ambiante,famille,469.91,42.39
